,funny,posted,item_id,recommend,user_id,sentiment_analysis
47,1 person found this review funny,2014-08-10,304930,False,76561198097450384,1
48,3 people found this review funny,2015-07-20,105600,True,76561198061273072,2
49,2 people found this review funny,2015-06-01,730,True,76561198037342848,2
50,1 person found this review funny,2015-08-13,204360,True,76561198062870000,2
51,1 person found this review funny,2013-12-19,570,True,76561198062870000,2
52,1 person found this review funny,2015-12-13,4000,True,76561198142474096,0
53,1 person found this review funny,2015-10-24,107410,False,76561198142474096,0
54,2 people found this review funny,2015-06-12,34900,True,76561198079650304,0
55,1 person found this review funny,2014-05-09,236390,False,76561198126142112,0
56,1 person found this review funny,2015-08-22,218620,True,76561198067414480,2
57,3 people found this review funny,2015-04-18,233270,True,76561198078246064,0
58,1 person found this review funny,2015-12-06,377160,True,76561197971591264,2
59,3 people found this review funny,2015-04-30,2600,True,76561198071955488,1
60,1 person found this review funny,2015-07-11,306130,False,76561198045148544,0
61,2 people found this review funny,2015-05-18,227680,False,76561198017913152,0
62,1 person found this review funny,2015-04-24,570,True,76561197996190784,2
63,2 people found this review funny,2015-05-20,351555,True,76561197995146144,2
64,1 person found this review funny,2015-04-08,332350,True,76561198082559632,2
65,1 person found this review funny,2015-06-25,107410,True,76561198059201568,1
66,1 person found this review funny,2012-11-23,440,True,76561198070775616,2
67,2 people found this review funny,2015-03-10,320350,True,76561198044888768,2
68,5 people found this review funny,2015-01-04,282070,True,76561198044594256,0
69,1 person found this review funny,2015-01-30,250500,True,76561198084112448,2
70,1 person found this review funny,2014-11-24,1250,True,76561198065988128,1
71,1 person found this review funny,2014-05-13,730,True,76561197980614544,2
72,1 person found this review funny,2015-06-22,218620,True,76561198072486816,2
73,1 person found this review funny,2015-03-14,301520,True,76561198120646992,2
74,1 person found this review funny,2015-06-20,203160,True,76561198073725616,2
75,2 people found this review funny,2015-11-13,730,False,76561198165512976,0
76,3 people found this review funny,2015-06-13,8930,True,76561198170217856,2
77,1 person found this review funny,2014-05-26,222880,True,76561197995939648,2
78,1 person found this review funny,2013-07-14,218230,True,76561197995939648,2
79,1 person found this review funny,2014-04-06,205100,True,76561197995939648,2
80,1 person found this review funny,2013-04-02,550,True,76561197995939648,2
81,1 person found this review funny,2015-02-14,301520,False,76561198046912448,2
82,1 person found this review funny,2014-07-24,200510,True,76561198103524416,2
83,1 person found this review funny,2015-06-17,242860,True,76561198103524416,1
84,1 person found this review funny,2014-07-17,440,True,76561198090768768,0
85,1 person found this review funny,2015-05-15,730,True,76561198044471840,2
86,2 people found this review funny,2014-09-06,730,True,76561197995338576,0
87,1 person found this review funny,2013-08-14,218620,True,76561197995338576,2
88,10 people found this review funny,2015-03-26,330210,False,76561198007208544,0
89,1 person found this review funny,2015-08-10,8970,False,76561198019669520,0
90,1 person found this review funny,2015-03-16,342560,True,76561197996156672,2
91,1 person found this review funny,2015-12-02,273350,True,76561197996156672,0
92,1 person found this review funny,2015-12-06,230190,True,76561197996156672,2
93,9 people found this review funny,2015-03-27,358150,True,76561198080881472,2
94,3 people found this review funny,2015-04-08,332350,True,76561198119721440,2
95,2 people found this review funny,2015-02-09,332800,True,76561198121314688,2
96,1 person found this review funny,2015-12-09,730,True,76561198103362352,2
97,36 people found this review funny,2015-05-13,55475,True,76561198042879136,2
98,2 people found this review funny,2014-04-04,730,True,76561198042879136,1
99,2 people found this review funny,2015-11-15,377160,True,76561198042879136,1
100,2 people found this review funny,2015-09-12,233250,True,76561198042879136,1
101,3 people found this review funny,2015-06-26,231430,True,76561198042879136,1
102,1 person found this review funny,2015-09-27,248860,False,76561198059990080,2
103,1 person found this review funny,2014-09-29,17520,True,76561198062484832,2
104,3 people found this review funny,2015-08-12,72850,True,216712138,1
105,2 people found this review funny,2015-02-15,236850,False,76561198006679824,2
106,2 people found this review funny,2014-06-30,220,True,76561198042823840,1
107,1 person found this review funny,2015-09-20,730,True,76561198042823840,2
108,2 people found this review funny,2015-09-20,330830,True,76561198042823840,2
109,1 person found this review funny,2015-09-20,107410,True,76561198042823840,0
110,15 people found this review funny,2015-01-16,222880,True,76561198079621952,1
111,1 person found this review funny,2014-03-03,218620,True,76561198079621952,1
112,1 person found this review funny,2015-01-06,730,True,76561198139694944,1
113,1 person found this review funny,2015-11-25,335190,True,76561198041993520,2
114,1 person found this review funny,2015-08-14,329950,False,76561198070792784,1
115,1 person found this review funny,2015-10-17,408740,False,76561198068085424,0
116,3 people found this review funny,2015-01-21,322330,True,76561198055499120,2
117,1 person found this review funny,2015-09-29,304030,True,76561198223442848,2
118,1 person found this review funny,2014-09-12,570,True,76561198088860624,0
119,1 person found this review funny,2014-10-06,4000,True,76561198047273536,0
120,1 person found this review funny,2014-04-05,253770,False,76561198047273536,0
121,1 person found this review funny,2014-10-06,8930,True,76561198047273536,2
122,1 person found this review funny,2014-05-10,105600,False,76561198055262208,2
123,5 people found this review funny,2015-02-28,297810,False,76561198052516864,0
124,2 people found this review funny,2014-05-18,47810,True,76561198018552352,0
125,1 person found this review funny,2014-12-22,219640,True,76561198018552352,1
126,1 person found this review funny,2014-04-10,730,True,76561198018552352,2
127,1 person found this review funny,2015-01-19,295110,False,76561198077432576,1
128,131 people found this review funny,2015-07-25,291480,True,76561198055604256,1
129,1 person found this review funny,2013-12-26,570,True,76561198107847792,0
130,1 person found this review funny,2014-05-29,4000,True,76561198107506512,2
131,1 person found this review funny,2015-05-11,221100,False,76561197970565264,0
132,1 person found this review funny,2015-02-24,295110,True,76561198065764432,2
133,1 person found this review funny,2015-10-31,330830,True,76561198042170352,2
134,1 person found this review funny,2014-10-07,440,True,76561198083247648,0
135,3 people found this review funny,2015-03-19,223470,True,76561198055670224,1
136,2 people found this review funny,2015-10-15,550,True,76561198055670224,0
137,2 people found this review funny,2015-10-15,233450,True,76561198055670224,2
138,2 people found this review funny,2015-01-29,570,True,76561198055670224,0
139,1 person found this review funny,2014-12-12,440,True,76561198055670224,2
140,3 people found this review funny,2015-10-17,108600,True,76561198080125104,2
141,3 people found this review funny,2015-07-08,242860,True,76561198043892032,2
142,3 people found this review funny,2014-07-08,550,True,76561198043892032,2
143,3 people found this review funny,2013-12-28,113200,True,76561198043892032,2
144,1 person found this review funny,2014-12-23,570,True,76561198095949904,2
145,1 person found this review funny,2015-02-20,730,True,76561198130025888,1
146,4 people found this review funny,2015-04-07,248820,True,76561198046807776,1
147,2 people found this review funny,2015-05-24,34900,True,76561198069678784,0
148,1 person found this review funny,2014-06-23,222880,True,76561198062039168,2
149,2 people found this review funny,2014-07-13,211820,True,76561198095766432,2
150,1 person found this review funny,2015-01-02,440,True,76561198154426416,2
151,1 person found this review funny,2015-01-19,322330,True,76561198063274176,2
152,1 person found this review funny,2012-10-15,200210,True,76561198063274176,2
153,1 person found this review funny,2012-10-14,4000,True,76561198063274176,1
154,2 people found this review funny,2014-11-02,223770,True,76561198066312336,2
155,2 people found this review funny,2015-08-21,211420,True,76561198062491536,1
156,1 person found this review funny,2015-06-04,335240,False,76561198077092384,1
157,2 people found this review funny,2015-01-26,730,False,76561198027620288,2
158,1 person found this review funny,2014-06-19,22380,True,76561198027620288,1
159,3 people found this review funny,2014-08-23,319510,True,76561198018456400,0
160,2 people found this review funny,2014-10-26,230410,True,76561198018456400,2
161,1 person found this review funny,2015-04-26,730,False,76561198056300448,0
162,2 people found this review funny,2015-08-22,440,True,76561197971470592,2
163,1 person found this review funny,2015-05-26,232090,True,76561198101552608,1
164,2 people found this review funny,2015-08-29,324080,True,76561198056549520,2
165,2 people found this review funny,2015-06-12,301520,True,76561198056549520,0
166,1 person found this review funny,2015-11-22,417860,True,76561198058988944,2
167,1 person found this review funny,2015-03-10,311560,True,135781,2
168,1 person found this review funny,2015-08-06,267550,False,135781,0
169,1 person found this review funny,2015-01-06,440,True,76561198089439104,2
170,1 person found this review funny,2014-04-21,208090,True,76561198095856400,0
171,1 person found this review funny,2014-04-14,620,True,76561198095856400,1
172,1 person found this review funny,2015-12-19,1250,True,76561198053085680,1
173,7 people found this review funny,2014-11-23,113204,False,76561198026599584,1
174,2 people found this review funny,2015-02-11,70000,True,76561198066497504,1
175,1 person found this review funny,2015-05-14,282440,False,76561198073085648,1
176,1 person found this review funny,2015-12-01,219740,True,76561198060420896,1
177,1 person found this review funny,2015-02-03,252490,False,76561198085068144,0
178,1 person found this review funny,2014-12-17,221100,True,76561198104834544,0
179,1 person found this review funny,2014-03-31,218620,True,76561198094304464,1
180,1 person found this review funny,2015-08-10,204100,False,76561198083867072,1
181,1 person found this review funny,2015-11-15,265770,False,76561198076271584,1
182,1 person found this review funny,2015-03-14,105600,True,76561198072174848,2
183,1 person found this review funny,2015-08-29,346110,True,76561198012741248,2
184,1 person found this review funny,2015-06-05,322330,True,76561198057471872,2
185,1 person found this review funny,2014-06-17,252490,True,76561198069603856,1
186,1 person found this review funny,2014-06-21,570,True,76561198053860768,2
187,2 people found this review funny,2015-02-07,319630,True,76561198048992848,2
188,1 person found this review funny,2014-10-18,1250,False,76561198064343152,0
189,1 person found this review funny,2012-10-14,48700,True,76561198064343152,2
190,1 person found this review funny,2015-06-24,238460,True,76561198068217104,0
191,1 person found this review funny,2015-07-12,301640,True,76561198068217104,0
192,1 person found this review funny,2015-08-20,262060,True,76561198067777632,1
193,1 person found this review funny,2014-04-24,265930,True,5975,2
194,2 people found this review funny,2014-12-06,253710,False,76561198045459904,0
195,1 person found this review funny,2014-12-06,570,True,76561198045459904,2
196,1 person found this review funny,2014-10-11,224260,False,76561198045459904,0
197,2 people found this review funny,2015-01-15,113200,True,76561198089541904,0
198,1 person found this review funny,2015-03-20,570,True,76561198089541904,1
199,1 person found this review funny,2015-05-30,730,True,76561198102977568,1
200,1 person found this review funny,2014-07-19,221100,True,76561198102977568,0
201,1 person found this review funny,2015-07-03,208090,True,76561198065265984,1
202,2 people found this review funny,2015-10-11,274940,True,76561198063159008,1
203,1 person found this review funny,2014-01-09,218620,True,76561198056156992,0
204,1 person found this review funny,2015-09-12,346110,False,76561198058107008,2
205,1 person found this review funny,2013-12-25,33980,False,76561197981203296,0
206,1 person found this review funny,2015-12-13,440,True,76561198059867664,1
207,4 people found this review funny,2015-06-05,223490,False,76561198057594208,0
208,1 person found this review funny,2014-06-26,242760,True,76561198094936736,2
209,1 person found this review funny,2014-01-18,242860,True,76561198055325856,2
210,1 person found this review funny,2015-04-08,239220,True,-9223372036854775808,2
211,1 person found this review funny,2015-10-20,730,True,76561198092310768,2
212,1 person found this review funny,2015-11-27,311210,True,76561198092310768,2
213,1 person found this review funny,2015-01-09,228380,True,76561197977705856,2
214,2 people found this review funny,2014-10-15,570,True,76561198084357600,0
215,8 people found this review funny,2015-04-15,440,True,76561198058760032,2
216,16 people found this review funny,2015-10-24,353560,True,76561198058760032,2
217,1 person found this review funny,2014-07-10,304930,True,76561198072676816,2
218,2 people found this review funny,2015-03-25,334070,True,76561198131033216,2
219,1 person found this review funny,2015-03-15,277590,False,76561198080821104,1
220,1 person found this review funny,2015-02-17,4000,True,76561198043587936,0
221,1 person found this review funny,2015-02-17,304930,True,76561198043587936,2
222,2 people found this review funny,2015-12-12,291550,True,76561198059366704,2
223,2 people found this review funny,2015-07-30,368990,True,76561198059366704,2
224,1 person found this review funny,2015-07-30,200210,False,76561198059366704,0
225,1 person found this review funny,2014-09-16,223710,True,76561198085601344,2
226,1 person found this review funny,2014-01-01,240,True,76561198040704544,1
227,1 person found this review funny,2015-12-10,362890,True,76561198060787856,2
228,2 people found this review funny,2015-01-16,65980,True,76561198060787856,2
229,1 person found this review funny,2015-12-11,353830,True,76561198060787856,0
230,2 people found this review funny,2015-10-29,271240,True,76561198060787856,2
231,1 person found this review funny,2014-02-27,246620,True,76561198060787856,2
232,1 person found this review funny,2015-12-30,620,True,76561198069758896,2
233,1 person found this review funny,2014-09-30,242760,False,76561198069758896,2
234,1 person found this review funny,2015-03-26,311560,True,76561198081739232,2
235,1 person found this review funny,2015-05-09,236390,True,76561198072812016,1
236,1 person found this review funny,2014-11-28,238460,True,76561198085888128,0
237,1 person found this review funny,2015-06-21,730,True,76561198074373296,0
238,1 person found this review funny,2013-12-11,730,True,76561198061950304,1
239,260 people found this review funny,2015-01-14,304930,True,76561198070346624,2
240,11 people found this review funny,2015-04-27,48700,True,76561198070346624,2
241,1 person found this review funny,2013-12-19,221100,True,76561198070346624,2
242,1 person found this review funny,2015-04-04,730,True,76561198065102352,0
243,1 person found this review funny,2015-03-13,273350,True,76561198064718768,1
244,1 person found this review funny,2014-09-19,319510,True,76561198041647184,0
245,1 person found this review funny,2015-08-29,211820,True,94567,2
246,1 person found this review funny,2014-09-15,440,True,76561198053230992,2
247,1 person found this review funny,2014-11-14,261640,True,76561198117757664,2
248,2 people found this review funny,2015-11-27,291210,True,76561198081919984,1
249,1 person found this review funny,2013-01-04,570,True,76561198065836768,2
250,1 person found this review funny,2015-06-11,730,True,76561198086973040,0
251,1 person found this review funny,2014-05-20,440,True,76561198066582576,2
252,1 person found this review funny,2015-12-17,22380,True,76561198051820000,2
253,4 people found this review funny,2015-12-19,306130,True,76561198073607488,2
254,1 person found this review funny,2014-07-29,4000,True,76561198015275312,1
255,1 person found this review funny,2015-09-20,22370,True,76561198040866256,2
256,2 people found this review funny,2015-03-20,4000,True,76561198141809920,0
257,1 person found this review funny,2015-02-28,343330,True,76561198141809920,1
258,1 person found this review funny,2014-08-14,730,True,76561198066203408,1
259,2 people found this review funny,2015-02-05,262060,False,76561197999426880,0
260,5 people found this review funny,2015-07-02,264710,True,76561198056645440,2
261,1 person found this review funny,2014-07-11,49520,True,76561198045319744,2
262,1 person found this review funny,2015-09-06,730,True,76561198071507072,0
263,4 people found this review funny,2015-12-24,360940,False,76561198041679520,1
264,2 people found this review funny,2015-12-04,207140,True,76561198056094672,2
265,2 people found this review funny,2015-04-03,346900,True,76561198081367056,2
266,1 person found this review funny,2014-04-04,242920,True,76561198024300576,2
267,1 person found this review funny,2014-04-04,8930,True,76561198024300576,0
268,6 people found this review funny,2015-04-02,22380,False,76561198129265472,0
269,1 person found this review funny,2014-01-26,211820,True,76561198072355008,2
270,1 person found this review funny,2015-01-26,313120,True,76561198061741376,2
271,1 person found this review funny,2015-10-16,274190,True,76561198140052672,2
272,1 person found this review funny,2015-12-28,242760,True,76561198068991616,0
273,1 person found this review funny,2015-09-20,304050,False,76561198080494896,0
274,1 person found this review funny,2015-10-27,227940,False,76561198100578912,2
275,1 person found this review funny,2014-06-28,204360,True,76561198094665600,2
276,1 person found this review funny,2013-12-06,1250,True,76561198094665600,2
277,1 person found this review funny,2013-12-01,224540,True,76561198094665600,2
278,1 person found this review funny,2013-12-01,10090,True,76561198094665600,2
279,1 person found this review funny,2015-02-03,313120,True,76561198097470400,0
280,1 person found this review funny,2015-01-03,219740,True,76561198097470400,0
281,2 people found this review funny,2015-04-08,344760,True,76561198097470400,0
282,3 people found this review funny,2015-01-12,245130,True,76561198097470400,1
283,1 person found this review funny,2014-09-15,730,True,76561197993872192,2
284,1 person found this review funny,2013-11-25,230410,True,76561198086918048,2
285,1 person found this review funny,2014-05-24,252490,True,76561198004203872,2
286,1 person found this review funny,2014-06-20,570,True,76561198053250720,1
287,32 people found this review funny,2015-10-15,337320,True,76561198036810976,2
288,1 person found this review funny,2014-07-19,550,True,76561198036810976,1
289,1 person found this review funny,2015-12-20,222880,True,76561198046584672,2
290,1 person found this review funny,2014-09-21,304930,True,76561198059677328,2
291,20 people found this review funny,2014-07-17,72850,True,76561198041284304,2
292,256 people found this review funny,2014-08-26,104900,True,76561198041284304,2
293,2 people found this review funny,2015-11-16,232810,False,76561198041284304,1
294,2 people found this review funny,2014-10-30,48720,True,76561198073329152,2
295,2 people found this review funny,2015-11-15,244450,True,76561198025409184,1
296,1 person found this review funny,2015-08-01,20540,True,76561198025409184,1
297,1 person found this review funny,2015-11-15,35450,True,76561198025409184,0
298,1 person found this review funny,2015-04-29,440,True,76561198025409184,1
299,2 people found this review funny,2015-02-04,211420,False,76561198039469360,0
300,4 people found this review funny,2014-10-20,218620,True,76561198155122208,2
301,2 people found this review funny,2015-02-07,319630,True,76561198062785136,2
302,1 person found this review funny,2014-12-25,219830,True,76561198097453296,2
303,2 people found this review funny,2015-08-04,212160,False,76561198022316160,1
304,1 person found this review funny,2015-04-28,51100,True,76561198071334624,2
305,1 person found this review funny,2015-01-31,12110,True,76561198055819664,1
306,1 person found this review funny,2015-07-03,231910,False,76561198159037024,0
307,1 person found this review funny,2015-06-07,730,True,76561198072028144,2
308,30 people found this review funny,2015-05-05,264200,True,76561197978409296,2
309,2 people found this review funny,2015-12-21,417860,True,76561198094413232,1
310,1 person found this review funny,2015-12-23,346110,True,76561198119691760,2
311,1 person found this review funny,2015-02-06,570,True,18082001,1
312,2 people found this review funny,2015-11-21,244850,True,76561198029589712,0
313,3 people found this review funny,2015-07-31,730,True,76561198054772656,1
314,1 person found this review funny,2015-06-13,730,True,76561198067546272,2
315,3 people found this review funny,2015-03-28,354240,True,76561198044060384,0
316,3 people found this review funny,2014-11-07,263420,True,76561198044060384,1
317,1 person found this review funny,2015-02-19,730,False,76561198006896416,0
318,2 people found this review funny,2015-06-25,291650,False,76561198006896416,0
319,1 person found this review funny,2015-08-29,218620,True,76561198054605632,1
320,3 people found this review funny,2015-09-30,216150,False,95732,0
321,1 person found this review funny,2015-01-30,218620,True,76561198092473440,1
322,2 people found this review funny,2015-01-23,315396,True,76561198092473440,1
323,1 person found this review funny,2015-03-11,239140,True,76561198073504288,2
324,5 people found this review funny,2015-02-20,273350,True,76561198025732576,1
325,1 person found this review funny,2015-12-23,107100,True,76561198077032944,2
326,3 people found this review funny,2015-02-20,289650,False,76561198053145568,0
327,1 person found this review funny,2014-04-11,265930,True,76561198081511280,2
328,1 person found this review funny,2015-10-14,218620,True,76561198057042880,2
329,3 people found this review funny,2015-11-12,105600,True,76561198053183008,0
330,1 person found this review funny,2015-02-11,570,True,76561198089228256,2
331,1 person found this review funny,2013-03-29,212680,True,76561198040104208,2
332,2 people found this review funny,2015-03-28,354140,True,76561198067306976,2
333,12 people found this review funny,2015-11-05,299460,True,76561198067070144,1
334,1 person found this review funny,2015-07-01,351640,True,76561198044354000,2
335,1 person found this review funny,2013-12-31,730,True,76561198044354000,2
336,1 person found this review funny,2015-10-14,300820,False,76561198028290576,2
337,5 people found this review funny,2015-07-06,374570,True,76561198032586096,1
338,9 people found this review funny,2015-12-31,359050,False,76561198062396496,0
339,1 person found this review funny,2014-03-24,252490,True,76561198050624864,0
340,1 person found this review funny,2015-03-15,227940,True,76561198042492496,2
341,8 people found this review funny,2015-01-17,221100,True,2571,1
342,3 people found this review funny,2015-02-05,343270,False,76561198057583536,2
343,1 person found this review funny,2015-03-23,730,True,76561197972911504,1
344,3 people found this review funny,2015-11-15,377160,True,76561197972911504,0
345,1 person found this review funny,2015-09-12,12200,True,17101710,2
346,1 person found this review funny,2015-04-12,246620,True,76561198089200624,0
347,60 people found this review funny,2015-10-28,304930,True,76561198069160320,1
348,5 people found this review funny,2015-11-03,231430,True,76561198069160320,0
349,1 person found this review funny,2015-04-14,271590,True,76561198069160320,0
350,2 people found this review funny,2015-11-22,730,True,76561198036037520,2
351,1 person found this review funny,2015-12-27,310080,True,76561198057926016,2
352,4 people found this review funny,2015-09-21,307780,False,76561198080354880,0
353,1 person found this review funny,2015-11-24,440,True,76561198080354880,2
354,2 people found this review funny,2015-01-03,105600,True,76561198080354880,2
355,4 people found this review funny,2015-04-30,349830,True,76561198080354880,2
356,1 person found this review funny,2015-10-14,262060,False,76561197968887712,0
357,1 person found this review funny,2014-12-25,290080,True,76561198083247744,2
358,6 people found this review funny,2014-12-06,221640,True,76561198073039024,2
359,1 person found this review funny,2012-10-03,440,True,76561198025912096,1
360,1 person found this review funny,2015-02-06,730,True,76561198083484288,2
361,1 person found this review funny,2015-12-29,230410,True,76561198104126160,2
362,3 people found this review funny,2014-09-11,200210,True,76561198065603456,2
363,3 people found this review funny,2015-01-30,4000,True,76561198084051376,1
364,1 person found this review funny,2015-11-11,377160,True,76561198084051376,2
365,2 people found this review funny,2014-06-27,204360,True,76561198091128528,2
366,2 people found this review funny,2015-11-19,384300,True,76561198055117888,2
367,1 person found this review funny,2015-05-14,226860,True,-9223372036854775808,2
368,8 people found this review funny,2015-03-26,354240,True,-9223372036854775808,1
369,2 people found this review funny,2015-11-05,391540,True,-9223372036854775808,1
370,4 people found this review funny,2015-10-03,381120,True,76561198084697248,2
371,1 person found this review funny,2015-02-24,730,True,76561198095920832,0
372,2 people found this review funny,2015-06-27,346900,True,76561198055070496,0
373,1 person found this review funny,2015-02-20,351570,True,76561198055070496,2
374,1 person found this review funny,2015-01-28,72850,True,76561198060429888,0
375,1 person found this review funny,2014-05-10,8870,True,76561198060429888,2
376,1 person found this review funny,2015-01-23,335330,False,76561198079705632,0
377,1 person found this review funny,2015-08-02,253030,True,12779,1
378,3 people found this review funny,2015-12-15,393420,True,76561198069758768,2
379,1 person found this review funny,2014-12-31,22380,True,76561198069758768,2
380,2 people found this review funny,2015-07-25,352950,True,76561198069758768,2
381,1 person found this review funny,2015-10-02,221100,True,76561198069758768,1
382,1 person found this review funny,2014-12-05,34900,False,76561198024310112,0
383,1 person found this review funny,2015-08-19,218230,False,76561198024310112,2
384,675 people found this review funny,2015-06-13,292030,True,76561198066118336,2
385,1 person found this review funny,2015-04-20,730,True,76561198066118336,1
386,1 person found this review funny,2015-12-11,239140,True,76561198083390400,0
387,22 people found this review funny,2015-05-11,246280,False,76561198046431856,0
388,1 person found this review funny,2015-12-22,295990,False,76561198054767136,2
389,1 person found this review funny,2015-12-01,225540,False,76561198039506016,2
390,1 person found this review funny,2014-06-22,207140,True,76561198088838624,0
391,1 person found this review funny,2013-06-06,4000,True,76561198044585920,1
392,3 people found this review funny,2015-06-15,4000,True,76561198063765488,0
393,1 person found this review funny,2014-03-18,240,True,76561198051461184,2
394,1 person found this review funny,2015-07-05,346110,True,76561198076069088,2
395,1 person found this review funny,2015-06-23,730,True,76561198096443552,2
396,1 person found this review funny,2014-07-12,227940,True,76561198096443552,2
397,1 person found this review funny,2015-07-17,105600,True,76561198064532064,2
398,4 people found this review funny,2015-11-06,311210,False,76561198064427648,0
399,1 person found this review funny,2014-06-21,440,True,76561198074571312,2
400,1 person found this review funny,2014-09-10,243870,False,76561198075584288,0
401,1 person found this review funny,2015-12-22,218620,True,723943123,2
402,1 person found this review funny,2015-12-22,107410,True,723943123,2
403,1 person found this review funny,2014-10-01,22380,True,13971397,2
404,1 person found this review funny,2015-05-17,298160,True,76561198095839856,2
405,1 person found this review funny,2014-08-18,380,False,76561198088699904,2
406,1 person found this review funny,2014-07-09,48700,True,76561198064663984,0
407,1 person found this review funny,2015-07-23,207610,True,76561198025628512,2
408,3 people found this review funny,2015-07-04,251570,True,76561198071333152,2
409,3 people found this review funny,2015-04-08,223470,False,76561198081375072,1
410,2 people found this review funny,2014-11-12,244230,False,76561198070549040,0
411,1 person found this review funny,2015-10-27,218620,False,76561198026203680,1
412,1 person found this review funny,2015-04-22,730,True,76561198072343536,2
413,1 person found this review funny,2013-12-28,1250,True,76561198047633344,2
414,1 person found this review funny,2015-11-13,349700,True,76561198047633344,0
415,1 person found this review funny,2015-09-29,322910,True,76561198064372864,2
416,76 people found this review funny,2015-10-22,368230,True,76561198037086912,0
417,1 person found this review funny,2014-03-11,440,True,76561198065642304,2
418,1 person found this review funny,2014-10-17,48700,True,76561198097638512,0
419,2 people found this review funny,2014-07-13,4000,True,76561198097638512,2
420,1 person found this review funny,2014-08-08,45760,True,76561198064109088,1
421,7 people found this review funny,2015-05-23,245130,False,76561198081440976,0
422,2 people found this review funny,2015-05-02,335300,False,76561198081440976,0
423,1 person found this review funny,2015-12-06,313740,True,76561198037338224,1
424,1 person found this review funny,2013-12-06,212480,True,76561198088742576,2
425,1 person found this review funny,2015-04-15,218620,True,76561198058547088,1
426,1 person found this review funny,2013-05-19,24200,True,76561198085125792,2
427,1 person found this review funny,2015-11-02,218620,True,76561198085125792,2
428,2 people found this review funny,2015-12-29,354380,True,76561198068392464,0
429,1 person found this review funny,2015-12-07,201790,True,76561198062533712,2
430,1 person found this review funny,2015-05-29,223710,True,76561198100006416,2
431,1 person found this review funny,2014-02-15,1840,True,76561198060319072,2
432,4 people found this review funny,2014-11-08,247304,False,76561198048432704,1
433,1 person found this review funny,2015-11-20,242760,True,76561198070692096,1
434,1 person found this review funny,2015-06-19,22370,True,76561198076307552,2
435,1 person found this review funny,2015-03-06,348090,True,76561198061001168,1
436,1 person found this review funny,2014-08-15,211420,True,76561198049506704,1
437,1 person found this review funny,2015-12-03,730,True,76561198059849104,2
438,1 person found this review funny,2015-03-17,218620,True,76561198079316096,1
