,user_id,item_id,item_name,playtime_forever
166,76561198066840832,12210,Grand Theft Auto IV,12329.0
167,76561198096220896,4000,Garry's Mod,402.0
168,76561198084542736,220,Half-Life 2,178.0
169,76561198102121024,338170,Ratz Instagib 2.0,37.0
170,76561198103671872,4000,Garry's Mod,194.0
171,76561197970628032,220,Half-Life 2,655.0
172,76561198013858000,3910,Sid Meier's Civilization III: Complete,103.0
173,76561198058570016,240,Counter-Strike: Source,2953.0
174,76561198045133984,220,Half-Life 2,1297.0
175,76561198002820832,4000,Garry's Mod,5432.0
176,76561198092227136,10,Counter-Strike,0.0
177,76561198007584352,4000,Garry's Mod,1041.0
178,76561198080534848,240,Counter-Strike: Source,0.0
179,76561198054040288,4000,Garry's Mod,6508.0
180,76561198155458512,4000,Garry's Mod,21031.0
181,76561198077035728,105600,Terraria,2078.0
182,76561198072625760,4000,Garry's Mod,163.0
183,750805,15700,Oddworld: Abe's Oddysee,176.0
184,76561198080881728,4000,Garry's Mod,155.0
185,76561197962104784,10,Counter-Strike,164.0
186,76561198054465616,4000,Garry's Mod,7556.0
187,76561198074257936,1520,DEFCON,39.0
188,76561198037346576,22330,The Elder Scrolls IV: Oblivion ,375.0
189,76561198074644992,240,Counter-Strike: Source,921.0
190,76561198064304800,4000,Garry's Mod,2172.0
191,3456457568,240,Counter-Strike: Source,1465.0
192,76561198057086144,4000,Garry's Mod,35848.0
193,76561198067150336,4000,Garry's Mod,741.0
194,76561197997824336,2400,The Ship,119.0
195,76561198076154368,4000,Garry's Mod,714.0
196,76561198055524896,550,Left 4 Dead 2,792.0
197,76561198167207232,4000,Garry's Mod,25766.0
198,76561198073508064,4000,Garry's Mod,9730.0
199,76561198090899552,4000,Garry's Mod,1503.0
200,76561198072468672,550,Left 4 Dead 2,1004.0
201,76561198060820384,4000,Garry's Mod,0.0
202,76561198063624800,240,Counter-Strike: Source,2114.0
203,76561198029090432,220,Half-Life 2,1947.0
204,76561197968819536,10,Counter-Strike,233.0
205,76561198015968272,4000,Garry's Mod,772.0
206,76561198082614720,4000,Garry's Mod,1166.0
207,76561198066465408,4000,Garry's Mod,3274.0
208,76561198068565600,4000,Garry's Mod,32910.0
209,76561198265081360,105600,Terraria,1441.0
210,76561198046844784,240,Counter-Strike: Source,7174.0
211,76561198067713792,320,Half-Life 2: Deathmatch,12.0
212,76561198187212128,4000,Garry's Mod,20.0
213,76561198003056544,70,Half-Life,0.0
214,76561198063941072,220,Half-Life 2,354.0
215,76561198088886304,19900,Far Cry 2,0.0
216,76561198056092816,240,Counter-Strike: Source,340.0
217,76561198095481904,1250,Killing Floor,852.0
218,76561198089024448,240,Counter-Strike: Source,23.0
219,76561198034129824,320,Half-Life 2: Deathmatch,2718.0
220,76561198164545984,291210,UberStrike,233.0
221,76561198068935232,6910,Deus Ex: Game of the Year Edition,4.0
222,76561198036955152,240,Counter-Strike: Source,5324.0
223,76561198018840896,240,Counter-Strike: Source,0.0
224,76561198075935232,220,Half-Life 2,155.0
225,76561198075258448,240,Counter-Strike: Source,24.0
226,76561197996305888,4000,Garry's Mod,1388.0
227,76561198009001568,240,Counter-Strike: Source,715.0
228,76561198016753952,4000,Garry's Mod,37212.0
229,76561198057869856,240,Counter-Strike: Source,539.0
230,76561198098156496,4000,Garry's Mod,1579.0
231,76561198040021440,1250,Killing Floor,1451.0
232,76561198035890736,4000,Garry's Mod,4979.0
233,76561198069170992,240,Counter-Strike: Source,59.0
234,76561198085956224,70,Half-Life,87.0
235,76561198132540688,2500,Shadowgrounds,70.0
236,76561198058301216,1900,Earth 2160,22.0
237,76561198055326480,20,Team Fortress Classic,0.0
238,76561198034868592,240,Counter-Strike: Source,899.0
239,76561198048401232,220,Half-Life 2,46.0
240,76561198050465168,220,Half-Life 2,0.0
241,76561198026258912,4000,Garry's Mod,13718.0
242,76561198069560704,240,Counter-Strike: Source,2.0
243,76561198099625424,220,Half-Life 2,1057.0
244,76561198084032272,4000,Garry's Mod,26757.0
245,76561198030772864,4000,Garry's Mod,15979.0
246,76561198069005056,1250,Killing Floor,253.0
247,76561198037038784,3830,Psychonauts,1426.0
248,76561198037888304,15620,"Warhammer® 40,000™: Dawn of War® II",70.0
249,1234865654,20,Team Fortress Classic,362.0
250,76561197992148032,320,Half-Life 2: Deathmatch,0.0
251,76561198084123360,205790,Dota 2 Test,0.0
252,76561198034942512,30,Day of Defeat,42.0
253,76561198032377744,4000,Garry's Mod,26884.0
254,76561198039441584,10,Counter-Strike,2.0
255,76561198036687904,240,Counter-Strike: Source,1100.0
256,76561198071475360,4000,Garry's Mod,1345.0
257,76561198065064832,10500,Empire: Total War,2381.0
258,76561198012909696,220,Half-Life 2,1525.0
259,76561198040530592,4000,Garry's Mod,32358.0
260,76561197974500704,220,Half-Life 2,1791.0
261,76561198047185520,240,Counter-Strike: Source,924.0
262,76561198067188816,4000,Garry's Mod,50.0
263,76561197974465312,220,Half-Life 2,0.0
264,76561198088538784,240,Counter-Strike: Source,1168.0
265,76561198089844800,240,Counter-Strike: Source,258.0
266,76561198072861792,4000,Garry's Mod,244.0
267,76561198088670016,240,Counter-Strike: Source,108.0
268,76561198081028176,3830,Psychonauts,1286.0
269,76561198020928320,70,Half-Life,5599.0
270,76561198045570160,4000,Garry's Mod,8029.0
271,76561198039874576,4000,Garry's Mod,39802.0
272,76561198042389216,4700,Medieval II: Total War,0.0
273,76561198006534176,9480,Saints Row 2,0.0
274,76561198041877984,4000,Garry's Mod,8084.0
275,76561198089950432,4000,Garry's Mod,6074.0
276,76561198082992288,4000,Garry's Mod,3625.0
277,76561198096064768,105600,Terraria,41054.0
278,76561198064352768,4000,Garry's Mod,604.0
279,76561198019431056,4560,Company of Heroes,8.0
280,76561198091740832,4000,Garry's Mod,13047.0
281,76561198095380304,9760,Act of War: High Treason,7.0
282,76561198052003136,4760,Rome: Total War,265.0
283,76561198030943856,240,Counter-Strike: Source,0.0
284,76561198053072000,3920,Sid Meier's Pirates!,224.0
285,76561198083375456,1700,Arx Fatalis,18.0
286,76561198076984448,4000,Garry's Mod,32.0
287,76561198091054848,240,Counter-Strike: Source,65.0
288,76561198009353440,300,Day of Defeat: Source,340.0
289,76561198082020576,220,Half-Life 2,99.0
290,76561198080015696,4000,Garry's Mod,3722.0
291,76561198040602000,240,Counter-Strike: Source,8574.0
292,76561198082959776,31280,Poker Night at the Inventory,213.0
293,76561198064150688,240,Counter-Strike: Source,7099.0
294,76561198110293312,4000,Garry's Mod,3011.0
295,76561198071748304,4000,Garry's Mod,101.0
296,76561198048900256,4000,Garry's Mod,6417.0
297,76561198076301024,4000,Garry's Mod,942.0
298,76561198065247824,17300,Crysis,1484.0
299,76561198086081040,240,Counter-Strike: Source,905.0
300,76561197970168544,10,Counter-Strike,43.0
301,76561198227794816,4000,Garry's Mod,361.0
302,76561198118595648,4000,Garry's Mod,850.0
303,76561198018950752,220,Half-Life 2,655.0
304,76561198064579712,4000,Garry's Mod,5897.0
305,76561198044593632,550,Left 4 Dead 2,14108.0
306,76561198074409408,240,Counter-Strike: Source,700.0
307,76561198049617616,2600,Vampire: The Masquerade - Bloodlines,1.0
308,76561198075444112,240,Counter-Strike: Source,164.0
309,76561198076548816,240,Counter-Strike: Source,7335.0
310,76561198075039888,4760,Rome: Total War,1186.0
311,76561198218877440,273110,Counter-Strike Nexon: Zombies,1811.0
312,76561198070149024,550,Left 4 Dead 2,0.0
313,76561197994407776,240,Counter-Strike: Source,661.0
314,76561198035548592,4000,Garry's Mod,4439.0
315,76561198071872528,550,Left 4 Dead 2,924.0
316,76561198083661296,205790,Dota 2 Test,0.0
317,76561198043660064,4000,Garry's Mod,2732.0
318,76561198095142208,7000,Tomb Raider: Legend,62.0
319,76561198070735024,50,Half-Life: Opposing Force,94.0
320,76561198018560496,240,Counter-Strike: Source,955.0
321,76561198010642912,4000,Garry's Mod,7775.0
322,76561198051148176,4000,Garry's Mod,3028.0
323,76561198047208448,4000,Garry's Mod,1756.0
324,76561198027831920,4000,Garry's Mod,58700.0
325,76561198071234256,4000,Garry's Mod,1236.0
326,76561198165870144,4000,Garry's Mod,3241.0
327,76561198083049920,21130,Lego Harry Potter,552.0
328,76561198072652544,220,Half-Life 2,1549.0
329,76561198071162240,4000,Garry's Mod,729.0
330,76561198047304512,4000,Garry's Mod,53291.0
331,76561198068855168,3910,Sid Meier's Civilization III: Complete,2298.0
332,76561197994969648,4000,Garry's Mod,47.0
333,76561198200015696,22300,Fallout 3,0.0
334,76561198064016448,4000,Garry's Mod,39481.0
335,76561197960694096,10,Counter-Strike,0.0
336,76561198067021472,240,Counter-Strike: Source,61.0
337,76561198190487712,4000,Garry's Mod,3187.0
338,76561198045071936,1900,Earth 2160,0.0
339,76561198027081792,320,Half-Life 2: Deathmatch,138.0
340,76561198027046432,4000,Garry's Mod,113.0
341,76561198087471888,219870,Football Superstars,0.0
342,76561198082863312,205790,Dota 2 Test,0.0
343,76561198069143008,240,Counter-Strike: Source,1.0
344,76561198074755136,4000,Garry's Mod,453.0
345,76561198075175408,4000,Garry's Mod,37501.0
346,76561198045214272,11450,Overlord,1050.0
347,76561198050404016,220,Half-Life 2,1934.0
348,76561198030636320,220,Half-Life 2,55.0
349,76561198007342400,240,Counter-Strike: Source,28.0
350,76561198081885248,4000,Garry's Mod,19237.0
351,76561198048370752,10,Counter-Strike,119.0
352,76561198035363872,70,Half-Life,739.0
353,76561198018845808,15120,Tom Clancy's Rainbow Six: Vegas 2,1577.0
354,76561198056980304,4000,Garry's Mod,7452.0
355,76561198077586768,4000,Garry's Mod,5208.0
356,76561198043296032,4000,Garry's Mod,108.0
357,76561198028483488,220,Half-Life 2,157.0
358,76561198081496832,4000,Garry's Mod,34858.0
359,180577,10,Counter-Strike,99.0
360,76561198053775184,4000,Garry's Mod,626.0
361,76561198090119648,243870,Tom Clancy's Ghost Recon Phantoms - NA,72.0
362,76561198039778848,4760,Rome: Total War,2465.0
363,76561198035782784,240,Counter-Strike: Source,0.0
364,76561198077278016,4000,Garry's Mod,3686.0
365,76561197988863888,550,Left 4 Dead 2,267.0
366,76561198077116464,205790,Dota 2 Test,0.0
367,76561198007478320,2100,Dark Messiah of Might & Magic Single Player,1665.0
368,76561197988976768,320,Half-Life 2: Deathmatch,44.0
369,76561198171166528,4000,Garry's Mod,2875.0
370,76561198044500336,220,Half-Life 2,741.0
371,76561198057521152,240,Counter-Strike: Source,1291.0
372,76561198053766464,4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,1538.0
373,76561198083368832,4000,Garry's Mod,5904.0
374,76561198082282432,4000,Garry's Mod,6781.0
375,76561198030735072,4000,Garry's Mod,1405.0
376,76561198066253104,240,Counter-Strike: Source,14.0
377,76561198070259744,220,Half-Life 2,204.0
378,76561198044344400,4000,Garry's Mod,30425.0
379,76561197999613232,300,Day of Defeat: Source,27.0
380,76561198062288784,8600,RACE 07,0.0
381,76561197989449536,240,Counter-Strike: Source,1123.0
382,76561198068305936,4000,Garry's Mod,244.0
383,76561198062403728,240,Counter-Strike: Source,416.0
384,76561198073642112,240,Counter-Strike: Source,1809.0
385,76561198055648256,10,Counter-Strike,89.0
386,76561198086083104,240,Counter-Strike: Source,0.0
387,76561198211433632,4000,Garry's Mod,1876.0
388,76561198047032080,205790,Dota 2 Test,0.0
389,76561198064747648,220,Half-Life 2,222.0
390,76561198049456288,3910,Sid Meier's Civilization III: Complete,0.0
391,76561198027225504,4000,Garry's Mod,988.0
392,76561198041245504,4000,Garry's Mod,12.0
393,76561198094177296,4000,Garry's Mod,57.0
394,76561198069093968,240,Counter-Strike: Source,600.0
395,76561198060697088,4000,Garry's Mod,0.0
396,76561197977543312,220,Half-Life 2,0.0
397,76561198007539696,20,Team Fortress Classic,0.0
398,76561198064026656,220,Half-Life 2,157.0
399,76561198024450880,4000,Garry's Mod,24460.0
400,76561198057745568,212180,Combat Arms,2742.0
401,76561198068581248,4000,Garry's Mod,23.0
402,76561198079362144,4000,Garry's Mod,966.0
403,76561198040467344,240,Counter-Strike: Source,372.0
404,76561198046094672,4560,Company of Heroes,4605.0
405,76561198087095616,240,Counter-Strike: Source,12.0
406,76561198082582576,4000,Garry's Mod,13225.0
407,76561198053916992,22370,Fallout 3 - Game of the Year Edition,2300.0
408,76561198067729568,4000,Garry's Mod,185.0
409,76561198071647856,4000,Garry's Mod,4930.0
410,76561198088957792,4000,Garry's Mod,14962.0
411,76561197988846048,10,Counter-Strike,0.0
412,76561198079351824,7970,Cabelas Trophy Bucks,58.0
413,76561198065166608,240,Counter-Strike: Source,1.0
414,1522188745,4000,Garry's Mod,11337.0
415,76561198110065264,4000,Garry's Mod,42600.0
416,76561198059167104,3830,Psychonauts,658.0
417,76561198105270592,240,Counter-Strike: Source,1020.0
418,76561198041518528,70,Half-Life,423.0
419,76561197989359808,300,Day of Defeat: Source,4.0
420,76561198025636864,300,Day of Defeat: Source,1433.0
421,76561197978008000,10,Counter-Strike,11.0
422,76561198074561344,240,Counter-Strike: Source,229.0
423,76561198094074224,4000,Garry's Mod,74890.0
424,76561198054155648,240,Counter-Strike: Source,595.0
425,76561198036974256,3830,Psychonauts,49.0
426,76561198020272256,240,Counter-Strike: Source,125.0
427,743748734,17080,Tribes: Ascend,254.0
428,76561198087011664,4000,Garry's Mod,3069.0
429,76561198075981952,10,Counter-Strike,80.0
430,76561198105846592,20,Team Fortress Classic,10.0
431,76561198079326384,220,Half-Life 2,81.0
432,76561198142749312,2610,GUN,86.0
433,8789568,4000,Garry's Mod,10107.0
434,76561198112547248,4000,Garry's Mod,929.0
435,76561198097794992,4000,Garry's Mod,3763.0
436,1122305938,220,Half-Life 2,1894.0
437,76561198069050560,4000,Garry's Mod,27872.0
438,76561198082278752,4000,Garry's Mod,453.0
439,76561198053685392,220,Half-Life 2,1.0
440,76561198059718896,240,Counter-Strike: Source,1310.0
441,76561198045679184,4000,Garry's Mod,1941.0
442,76561198051084352,4000,Garry's Mod,37339.0
443,76561198044402496,220,Half-Life 2,545.0
444,76561198081987104,4000,Garry's Mod,2016.0
445,76561198084718144,70,Half-Life,1404.0
446,76561198077034832,240,Counter-Strike: Source,1207.0
447,76561198056859424,4000,Garry's Mod,7160.0
448,76561198079009376,2400,The Ship,113.0
449,76561197992910112,240,Counter-Strike: Source,1812.0
450,76561198043609376,240,Counter-Strike: Source,189.0
451,76561198039236800,240,Counter-Strike: Source,9402.0
452,76561198062276928,220,Half-Life 2,740.0
453,76561198097295392,240,Counter-Strike: Source,952.0
454,76561198036996272,240,Counter-Strike: Source,2.0
455,76561198048121248,10,Counter-Strike,17.0
456,76561198078194416,4000,Garry's Mod,2379.0
457,76561198067657904,4000,Garry's Mod,12447.0
458,76561198070072784,70,Half-Life,759.0
459,76561197966764672,10,Counter-Strike,1.0
460,76561198007988944,550,Left 4 Dead 2,486.0
461,76561198067721600,220,Half-Life 2,422.0
462,76561198049715888,240,Counter-Strike: Source,599.0
463,76561197996092352,10,Counter-Strike,0.0
464,76561198077709312,10,Counter-Strike,65.0
465,76561198045631904,13230,Unreal Tournament 2004,133.0
466,76561198063633568,4000,Garry's Mod,20.0
467,76561198060576256,34030,Napoleon: Total War,1149.0
468,76561198078670624,4000,Garry's Mod,1001.0
469,76561198058789408,3910,Sid Meier's Civilization III: Complete,6874.0
470,76561198050876544,20900,The Witcher: Enhanced Edition,283.0
471,76561198059948128,4000,Garry's Mod,5438.0
472,76561198038766464,4700,Medieval II: Total War,3759.0
473,76561198070087712,240,Counter-Strike: Source,359.0
474,76561198042335456,3920,Sid Meier's Pirates!,628.0
475,76561198052180784,300,Day of Defeat: Source,986.0
476,76561198045283920,4000,Garry's Mod,1727.0
477,76561198081438864,4000,Garry's Mod,275.0
478,76561198078509856,240,Counter-Strike: Source,86.0
479,76561198046848288,240,Counter-Strike: Source,9291.0
480,76561198072411280,4000,Garry's Mod,6209.0
481,76561198162056320,99900,Spiral Knights,0.0
482,76561198240923168,220,Half-Life 2,194.0
483,24902,4000,Garry's Mod,28950.0
484,76561198060996304,220,Half-Life 2,100.0
485,76561198077997568,300,Day of Defeat: Source,4888.0
486,76561198081095968,4000,Garry's Mod,1019.0
487,76561198065784624,220,Half-Life 2,2337.0
488,76561197971917248,220,Half-Life 2,117.0
489,76561198083201600,4000,Garry's Mod,3792.0
490,76561198048491584,4000,Garry's Mod,118.0
491,76561198074108176,730,Counter-Strike: Global Offensive,8187.0
492,76561198028094256,4000,Garry's Mod,2351.0
493,76561198051215696,30,Day of Defeat,6.0
494,76561198067182848,4000,Garry's Mod,933.0
495,76561198066003104,70,Half-Life,0.0
496,76561198283109856,220,Half-Life 2,35.0
497,76561197960281424,10,Counter-Strike,1403.0
498,76561198049867808,300,Day of Defeat: Source,7003.0
499,76561198074235296,220,Half-Life 2,0.0
500,76561198077733056,4000,Garry's Mod,6875.0
501,76561198091638560,240,Counter-Strike: Source,876.0
502,76561198076375456,220,Half-Life 2,3255.0
503,76561198040845888,220,Half-Life 2,129.0
504,76561198056960832,4570,"Warhammer 40,000: Dawn of War - Game of the Year Edition",710.0
505,76561198024006048,2620,Call of Duty,4615.0
506,76561197994523424,220,Half-Life 2,0.0
507,76561198052700464,2100,Dark Messiah of Might & Magic Single Player,0.0
508,76561198097450384,4000,Garry's Mod,6509.0
509,76561197981448992,220,Half-Life 2,2.0
510,76561198064984992,220,Half-Life 2,2953.0
511,76561198078733776,4000,Garry's Mod,7413.0
512,76561198061273072,4000,Garry's Mod,6247.0
513,76561198065663280,240,Counter-Strike: Source,102.0
514,76561197961840576,10,Counter-Strike,0.0
515,76561198080622032,109600,Neverwinter,82.0
516,76561198037342848,240,Counter-Strike: Source,204.0
517,76561198060835696,1670,Iron Warriors: T-72 Tank Command,0.0
518,76561198018913840,220,Half-Life 2,3932.0
519,76561198142474096,4000,Garry's Mod,64619.0
520,76561198060510576,220,Half-Life 2,797.0
521,76561198074561104,2200,Quake III Arena,1.0
522,76561197976842624,220,Half-Life 2,3073.0
523,76561198046034576,240,Counter-Strike: Source,453.0
524,76561198005413632,240,Counter-Strike: Source,1562.0
525,76561198066789280,33910,Arma 2,7.0
526,76561198079650304,220,Half-Life 2,109.0
527,76561198071207552,240,Counter-Strike: Source,209.0
528,76561198061039264,220,Half-Life 2,513.0
529,76561198074202720,4000,Garry's Mod,12181.0
530,76561198074347536,240,Counter-Strike: Source,277.0
531,76561198084239792,4000,Garry's Mod,523.0
532,76561198082626112,4000,Garry's Mod,1501.0
533,76561198091507056,4000,Garry's Mod,15135.0
534,76561198043339968,240,Counter-Strike: Source,779.0
535,76561198067414480,2400,The Ship,5.0
536,76561198078246064,4000,Garry's Mod,181.0
537,76561198077538656,10500,Empire: Total War,2722.0
538,76561198064841424,1250,Killing Floor,1274.0
539,76561198079756688,4000,Garry's Mod,10020.0
540,76561198061456624,240,Counter-Strike: Source,177.0
541,76561198049614176,4000,Garry's Mod,2420.0
542,76561198046958208,4000,Garry's Mod,9841.0
543,76561198135044896,50,Half-Life: Opposing Force,0.0
544,76561198037893936,4700,Medieval II: Total War,1266.0
545,76561198026344944,70,Half-Life,27.0
546,76561198073807760,300,Day of Defeat: Source,2253.0
547,76561198069839568,240,Counter-Strike: Source,111.0
548,76561198172099664,4000,Garry's Mod,76458.0
549,76561198093387024,205790,Dota 2 Test,0.0
550,-9223372036854775808,20,Team Fortress Classic,174.0
551,76561198072445088,240,Counter-Strike: Source,1.0
552,76561198051864640,4000,Garry's Mod,2368.0
