,genres,title,release_date,price,item_id_x,developer,user_id,item_name,playtime_forever,funny,posted,item_id_y,recommend,sentiment_analysis
34,Action,Half-Life,1998-11-08,9.99,70,Valve,78302208,Half-Life,95.0,2 people found this review funny,2013-11-08,219150,True,2
35,Action,Half-Life,1998-11-08,9.99,70,Valve,78302208,Half-Life,95.0,1 person found this review funny,2014-08-10,227940,False,1
36,Action,Half-Life,1998-11-08,9.99,70,Valve,78302208,Half-Life,95.0,4 people found this review funny,2014-11-01,236390,False,2
37,Action,Half-Life,1998-11-08,9.99,70,Valve,78302208,Half-Life,95.0,2 people found this review funny,2014-06-19,224260,False,0
38,Action,Half-Life,1998-11-08,9.99,70,Valve,78302208,Half-Life,95.0,2 people found this review funny,2014-12-11,33520,False,0
39,Action,Half-Life,1998-11-08,9.99,70,Valve,81017248,Half-Life,175.0,2 people found this review funny,2014-02-07,8870,True,2
40,Action,Half-Life,1998-11-08,9.99,70,Valve,85211296,Half-Life,48.0,3 people found this review funny,2015-10-02,315880,False,0
41,Action,Half-Life,1998-11-08,9.99,70,Valve,87413440,Half-Life,1981.0,12 people found this review funny,2014-12-31,15320,True,2
42,Action,Half-Life,1998-11-08,9.99,70,Valve,87413440,Half-Life,1981.0,1 person found this review funny,2015-12-29,360940,True,2
43,Action,Half-Life,1998-11-08,9.99,70,Valve,92733136,Half-Life,600.0,2 people found this review funny,2014-07-23,104600,False,0
44,Action,Half-Life,1998-11-08,9.99,70,Valve,92733136,Half-Life,600.0,1 person found this review funny,2014-07-27,221910,True,2
45,Action,Half-Life,1998-11-08,9.99,70,Valve,114629184,Half-Life,714.0,1 person found this review funny,2015-07-09,332310,False,1
46,Action,Half-Life,1998-11-08,9.99,70,Valve,119201808,Half-Life,115.0,1 person found this review funny,2015-01-17,440,True,2
47,Action,The Ship: Murder Party,2006-07-11,9.99,2400,Outerlight Ltd.,107148752,The Ship,5.0,1 person found this review funny,2015-08-22,218620,True,2
48,Action,The Ship: Murder Party,2006-07-11,9.99,2400,Outerlight Ltd.,101826432,The Ship,8.0,1 person found this review funny,2015-11-03,270550,False,2
49,Action,The Ship: Murder Party,2006-07-11,9.99,2400,Outerlight Ltd.,90274416,The Ship,87.0,7 people found this review funny,2015-02-10,331200,False,1
50,Action,The Ship: Murder Party,2006-07-11,9.99,2400,Outerlight Ltd.,90274416,The Ship,87.0,1 person found this review funny,2014-11-19,302080,True,0
51,Action,The Ship: Murder Party,2006-07-11,9.99,2400,Outerlight Ltd.,88656288,The Ship,313.0,4 people found this review funny,2014-12-23,34900,True,1
52,Indie,DEFCON,2006-09-29,9.99,1520,Introversion Software,65646368,DEFCON,34.0,1 person found this review funny,2012-10-03,440,True,1
53,Indie,DEFCON,2006-09-29,9.99,1520,Introversion Software,121668496,DEFCON,168.0,1 person found this review funny,2014-06-23,230410,True,2
54,Indie,DEFCON,2006-09-29,9.99,1520,Introversion Software,123050992,DEFCON,80.0,1 person found this review funny,2015-06-17,22380,False,0
55,Indie,DEFCON,2006-09-29,9.99,1520,Introversion Software,123050992,DEFCON,80.0,1 person found this review funny,2015-01-25,222880,True,0
56,Indie,DEFCON,2006-09-29,9.99,1520,Introversion Software,131640848,DEFCON,0.0,1 person found this review funny,2015-07-02,341940,True,1
57,Indie,DEFCON,2006-09-29,9.99,1520,Introversion Software,96929664,DEFCON,29.0,1 person found this review funny,2015-01-04,313160,True,0
58,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,129128176,Garry's Mod,47269.0,5 people found this review funny,2015-02-01,72850,True,0
59,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,129128176,Garry's Mod,47269.0,1 person found this review funny,2014-06-20,440,True,1
60,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,105780688,Garry's Mod,37.0,2 people found this review funny,2015-05-19,219640,True,2
61,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,110299696,Garry's Mod,4944.0,1 person found this review funny,2014-10-17,242700,True,1
62,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,142156000,Garry's Mod,59192.0,1 person found this review funny,2015-06-26,333930,True,0
63,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,137496576,Garry's Mod,1838.0,1 person found this review funny,2015-11-11,440,True,1
64,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,166374576,Garry's Mod,565.0,1 person found this review funny,2015-06-15,251570,True,2
65,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,-1526147218,Garry's Mod,3370.0,4 people found this review funny,2015-09-01,287700,True,1
66,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,105327344,Garry's Mod,64851.0,1 person found this review funny,2015-11-06,304930,False,0
67,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,68020368,Garry's Mod,311.0,1 person found this review funny,2013-12-26,10180,True,2
68,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,144127520,Garry's Mod,12880.0,1 person found this review funny,2015-03-13,304930,True,1
69,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,185171216,Garry's Mod,10473.0,1 person found this review funny,2014-08-02,221100,True,2
70,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,94199888,Garry's Mod,7556.0,4 people found this review funny,2015-01-10,302830,False,0
71,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,94199888,Garry's Mod,7556.0,1 person found this review funny,2015-07-13,105600,True,2
72,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,104039072,Garry's Mod,2172.0,2 people found this review funny,2015-12-11,730,True,0
73,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,113242336,Garry's Mod,9730.0,1 person found this review funny,2014-04-13,10090,True,2
74,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,55702544,Garry's Mod,772.0,1 person found this review funny,2015-09-06,248610,True,0
75,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,108299872,Garry's Mod,32910.0,1 person found this review funny,2015-07-18,286570,True,0
76,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,79608848,Garry's Mod,39802.0,2 people found this review funny,2014-02-01,221100,True,0
77,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,150027584,Garry's Mod,3011.0,1 person found this review funny,2015-02-14,236390,True,2
78,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,117321040,Garry's Mod,5208.0,1 person found this review funny,2015-03-10,440,True,2
79,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,70469344,Garry's Mod,1405.0,1 person found this review funny,2015-04-09,339610,False,0
80,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,8789568,Garry's Mod,10107.0,1 person found this review funny,2015-03-23,252490,True,2
81,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,112145552,Garry's Mod,6209.0,1 person found this review funny,2015-01-18,17480,True,2
82,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,112145552,Garry's Mod,6209.0,1 person found this review funny,2015-01-18,332800,True,0
83,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,112145552,Garry's Mod,6209.0,1 person found this review funny,2015-01-18,319510,True,2
84,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,137184656,Garry's Mod,6509.0,1 person found this review funny,2014-08-10,304930,False,1
85,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,101007344,Garry's Mod,6247.0,3 people found this review funny,2015-07-20,105600,True,2
86,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,182208368,Garry's Mod,64619.0,1 person found this review funny,2015-12-13,4000,True,0
87,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,182208368,Garry's Mod,64619.0,1 person found this review funny,2015-10-24,107410,False,0
88,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,117980336,Garry's Mod,181.0,3 people found this review funny,2015-04-18,233270,True,0
89,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,111689760,Garry's Mod,467.0,3 people found this review funny,2015-04-30,2600,True,1
90,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,35925056,Garry's Mod,20.0,1 person found this review funny,2015-04-24,570,True,2
91,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,98935840,Garry's Mod,8393.0,1 person found this review funny,2015-06-25,107410,True,1
92,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,84328528,Garry's Mod,2251.0,5 people found this review funny,2015-01-04,282070,True,0
93,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,205247248,Garry's Mod,18323.0,2 people found this review funny,2015-11-13,730,False,0
94,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,35673920,Garry's Mod,19091.0,1 person found this review funny,2014-05-26,222880,True,2
95,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,35673920,Garry's Mod,19091.0,1 person found this review funny,2013-07-14,218230,True,2
96,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,35673920,Garry's Mod,19091.0,1 person found this review funny,2014-04-06,205100,True,2
97,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,35673920,Garry's Mod,19091.0,1 person found this review funny,2013-04-02,550,True,2
98,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,143258688,Garry's Mod,9622.0,1 person found this review funny,2014-07-24,200510,True,2
99,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,143258688,Garry's Mod,9622.0,1 person found this review funny,2015-06-17,242860,True,1
100,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,84206112,Garry's Mod,4356.0,1 person found this review funny,2015-05-15,730,True,2
101,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,59403792,Garry's Mod,0.0,1 person found this review funny,2015-08-10,8970,False,0
102,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,143096624,Garry's Mod,2994.0,1 person found this review funny,2015-12-09,730,True,2
103,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,82613408,Garry's Mod,2376.0,36 people found this review funny,2015-05-13,55475,True,2
104,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,82613408,Garry's Mod,2376.0,2 people found this review funny,2014-04-04,730,True,1
105,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,82613408,Garry's Mod,2376.0,2 people found this review funny,2015-11-15,377160,True,1
106,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,82613408,Garry's Mod,2376.0,2 people found this review funny,2015-09-12,233250,True,1
107,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,82613408,Garry's Mod,2376.0,3 people found this review funny,2015-06-26,231430,True,1
108,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,102219104,Garry's Mod,668.0,1 person found this review funny,2014-09-29,17520,True,2
109,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,216712138,Garry's Mod,19.0,3 people found this review funny,2015-08-12,72850,True,1
110,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,81727792,Garry's Mod,6505.0,1 person found this review funny,2015-11-25,335190,True,2
111,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,128594896,Garry's Mod,5894.0,1 person found this review funny,2014-09-12,570,True,0
112,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,58286624,Garry's Mod,159.0,2 people found this review funny,2014-05-18,47810,True,0
113,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,58286624,Garry's Mod,159.0,1 person found this review funny,2014-12-22,219640,True,1
114,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,58286624,Garry's Mod,159.0,1 person found this review funny,2014-04-10,730,True,2
115,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,117166848,Garry's Mod,2430.0,1 person found this review funny,2015-01-19,295110,False,1
116,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95338528,Garry's Mod,52160.0,131 people found this review funny,2015-07-25,291480,True,1
117,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,147582064,Garry's Mod,4795.0,1 person found this review funny,2013-12-26,570,True,0
118,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,122981920,Garry's Mod,3535.0,1 person found this review funny,2014-10-07,440,True,0
119,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95404496,Garry's Mod,1621.0,3 people found this review funny,2015-03-19,223470,True,1
120,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95404496,Garry's Mod,1621.0,2 people found this review funny,2015-10-15,550,True,0
121,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95404496,Garry's Mod,1621.0,2 people found this review funny,2015-10-15,233450,True,2
122,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95404496,Garry's Mod,1621.0,2 people found this review funny,2015-01-29,570,True,0
123,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95404496,Garry's Mod,1621.0,1 person found this review funny,2014-12-12,440,True,2
124,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,135500704,Garry's Mod,3222.0,2 people found this review funny,2014-07-13,211820,True,2
125,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,194160688,Garry's Mod,39977.0,1 person found this review funny,2015-01-02,440,True,2
126,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,103008448,Garry's Mod,2785.0,1 person found this review funny,2015-01-19,322330,True,2
127,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,103008448,Garry's Mod,2785.0,1 person found this review funny,2012-10-15,200210,True,2
128,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,103008448,Garry's Mod,2785.0,1 person found this review funny,2012-10-14,4000,True,1
129,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,116826656,Garry's Mod,2106.0,1 person found this review funny,2015-06-04,335240,False,1
130,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,141286880,Garry's Mod,915.0,1 person found this review funny,2015-05-26,232090,True,1
131,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,92819952,Garry's Mod,3229.0,1 person found this review funny,2015-12-19,1250,True,1
132,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,100155168,Garry's Mod,6282.0,1 person found this review funny,2015-12-01,219740,True,1
133,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,124802416,Garry's Mod,80194.0,1 person found this review funny,2015-02-03,252490,False,0
134,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,116005856,Garry's Mod,705.0,1 person found this review funny,2015-11-15,265770,False,1
135,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,111909120,Garry's Mod,11531.0,1 person found this review funny,2015-03-14,105600,True,2
136,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,109338128,Garry's Mod,13240.0,1 person found this review funny,2014-06-17,252490,True,1
137,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,105000256,Garry's Mod,608.0,1 person found this review funny,2015-07-03,208090,True,1
138,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,97328480,Garry's Mod,5072.0,4 people found this review funny,2015-06-05,223490,False,0
139,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,124091872,Garry's Mod,1.0,2 people found this review funny,2014-10-15,570,True,0
140,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,98494304,Garry's Mod,23957.0,8 people found this review funny,2015-04-15,440,True,2
141,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,98494304,Garry's Mod,23957.0,16 people found this review funny,2015-10-24,353560,True,2
142,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,99100976,Garry's Mod,975.0,2 people found this review funny,2015-12-12,291550,True,2
143,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,99100976,Garry's Mod,975.0,2 people found this review funny,2015-07-30,368990,True,2
144,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,99100976,Garry's Mod,975.0,1 person found this review funny,2015-07-30,200210,False,0
145,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,104453040,Garry's Mod,8041.0,1 person found this review funny,2015-03-13,273350,True,1
146,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,81381456,Garry's Mod,950.0,1 person found this review funny,2014-09-19,319510,True,0
147,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,157491936,Garry's Mod,689.0,1 person found this review funny,2014-11-14,261640,True,2
148,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,91554272,Garry's Mod,547.0,1 person found this review funny,2015-12-17,22380,True,2
149,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,113341760,Garry's Mod,10692.0,4 people found this review funny,2015-12-19,306130,True,2
150,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,80600528,Garry's Mod,335.0,1 person found this review funny,2015-09-20,22370,True,2
151,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,96379712,Garry's Mod,12860.0,5 people found this review funny,2015-07-02,264710,True,2
152,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,111241344,Garry's Mod,51087.0,1 person found this review funny,2015-09-06,730,True,0
153,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95828944,Garry's Mod,5758.0,2 people found this review funny,2015-12-04,207140,True,2
154,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,179786944,Garry's Mod,2294.0,1 person found this review funny,2015-10-16,274190,True,2
155,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,140313184,Garry's Mod,69.0,1 person found this review funny,2015-10-27,227940,False,2
156,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,126652320,Garry's Mod,23400.0,1 person found this review funny,2013-11-25,230410,True,2
157,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,86318944,Garry's Mod,27259.0,1 person found this review funny,2015-12-20,222880,True,2
158,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,65143456,Garry's Mod,12949.0,2 people found this review funny,2015-11-15,244450,True,1
159,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,65143456,Garry's Mod,12949.0,1 person found this review funny,2015-08-01,20540,True,1
160,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,65143456,Garry's Mod,12949.0,1 person found this review funny,2015-11-15,35450,True,0
161,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,65143456,Garry's Mod,12949.0,1 person found this review funny,2015-04-29,440,True,1
162,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,194856480,Garry's Mod,2246.0,4 people found this review funny,2014-10-20,218620,True,2
163,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,102519408,Garry's Mod,3455.0,2 people found this review funny,2015-02-07,319630,True,2
164,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,137187568,Garry's Mod,2282.0,1 person found this review funny,2014-12-25,219830,True,2
165,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,111068896,Garry's Mod,22908.0,1 person found this review funny,2015-04-28,51100,True,2
166,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,198771296,Garry's Mod,38.0,1 person found this review funny,2015-07-03,231910,False,0
167,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,159426032,Garry's Mod,4556.0,1 person found this review funny,2015-12-23,346110,True,2
168,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,107280544,Garry's Mod,47917.0,1 person found this review funny,2015-06-13,730,True,2
169,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,94339904,Garry's Mod,565.0,1 person found this review funny,2015-08-29,218620,True,1
170,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,95732,Garry's Mod,1723.0,3 people found this review funny,2015-09-30,216150,False,0
171,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,116767216,Garry's Mod,10487.0,1 person found this review funny,2015-12-23,107100,True,2
172,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,121245552,Garry's Mod,1545.0,1 person found this review funny,2014-04-11,265930,True,2
173,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,96777152,Garry's Mod,1921.0,1 person found this review funny,2015-10-14,218620,True,2
174,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,92917280,Garry's Mod,4764.0,3 people found this review funny,2015-11-12,105600,True,0
175,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,128962528,Garry's Mod,56.0,1 person found this review funny,2015-02-11,570,True,2
176,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,79838480,Garry's Mod,1556.0,1 person found this review funny,2013-03-29,212680,True,2
177,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,128934896,Garry's Mod,98481.0,1 person found this review funny,2015-04-12,246620,True,0
178,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,97660288,Garry's Mod,109.0,1 person found this review funny,2015-12-27,310080,True,2
179,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,122982016,Garry's Mod,2554.0,1 person found this review funny,2014-12-25,290080,True,2
180,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,143860432,Garry's Mod,14814.0,1 person found this review funny,2015-12-29,230410,True,2
181,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,115803360,Garry's Mod,45370.0,1 person found this review funny,2015-07-05,346110,True,2
182,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,104266336,Garry's Mod,3556.0,1 person found this review funny,2015-07-17,105600,True,2
183,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,114305584,Garry's Mod,1712.0,1 person found this review funny,2014-06-21,440,True,2
184,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,115318560,Garry's Mod,385.0,1 person found this review funny,2014-09-10,243870,False,0
185,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,121109344,Garry's Mod,1127.0,3 people found this review funny,2015-04-08,223470,False,1
186,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,112077808,Garry's Mod,725.0,1 person found this review funny,2015-04-22,730,True,2
187,Indie,Garry's Mod,2006-11-29,9.99,4000,Facepunch Studios,105376576,Garry's Mod,2686.0,1 person found this review funny,2014-03-11,440,True,2
